"","n","interim_fraction","MonitoringType","P","Proportion","FutilityPValue","EfficacyPValue","AlternativeRejectionRate0.8","NullRejectionRate0.05","TypeIIError","LevelOfSignificance"
"420",160,0.75,"FE",0.186275384393549,0.3,0.186275384393549,0.0183910831118006,0.9,0.307,0.1,0.693
"421",600,0.25,"EO",1.47336168718759e-05,0,1.99999999802682,1.47336168718759e-05,0.718,0.42,0.282,0.58
"422",600,0.25,"EO",1.47336168718759e-05,0.05,1.99999999802682,1.47336168718759e-05,0.435,0.132,0.565,0.868
"423",600,0.25,"EO",1.47336168718759e-05,0.1,1.99999999802682,1.47336168718759e-05,0.379,0.104,0.621,0.896
"424",600,0.25,"EO",1.47336168718759e-05,0.15,1.99999999802682,1.47336168718759e-05,0.359,0.089,0.641,0.911
"425",600,0.25,"EO",1.47336168718759e-05,0.2,1.99999999802682,1.47336168718759e-05,0.314,0.075,0.686,0.925
"426",600,0.25,"EO",1.47336168718759e-05,0.25,1.99999999802682,1.47336168718759e-05,0.306,0.064,0.694,0.936
"427",600,0.25,"EO",1.47336168718759e-05,0.3,1.99999999802682,1.47336168718759e-05,0.271,0.059,0.729,0.941
"428",600,0.25,"EO",1.47336168718759e-05,0.35,1.99999999802682,1.47336168718759e-05,0.258,0.05,0.742,0.95
"429",600,0.25,"EO",1.47336168718759e-05,0.4,1.99999999802682,1.47336168718759e-05,0.255,0.046,0.745,0.954
"430",600,0.25,"EO",1.47336168718759e-05,0.45,1.99999999802682,1.47336168718759e-05,0.219,0.038,0.781,0.962
"431",600,0.25,"EO",1.47336168718759e-05,0.5,1.99999999802682,1.47336168718759e-05,0.205,0.029,0.795,0.971
"432",600,0.25,"EO",1.47336168718759e-05,0.55,1.99999999802682,1.47336168718759e-05,0.2,0.028,0.8,0.972
"433",600,0.25,"EO",1.47336168718759e-05,0.6,1.99999999802682,1.47336168718759e-05,0.171,0.028,0.829,0.972
"434",600,0.25,"EO",1.47336168718759e-05,0.65,1.99999999802682,1.47336168718759e-05,0.162,0.024,0.838,0.976
"435",600,0.25,"EO",1.47336168718759e-05,0.7,1.99999999802682,1.47336168718759e-05,0.156,0.022,0.844,0.978
"436",600,0.25,"EO",1.47336168718759e-05,0.75,1.99999999802682,1.47336168718759e-05,0.129,0.018,0.871,0.982
"437",600,0.25,"EO",1.47336168718759e-05,0.8,1.99999999802682,1.47336168718759e-05,0.125,0.015,0.875,0.985
"438",600,0.25,"EO",1.47336168718759e-05,0.85,1.99999999802682,1.47336168718759e-05,0.098,0.012,0.902,0.988
"439",600,0.25,"EO",1.47336168718759e-05,0.9,1.99999999802682,1.47336168718759e-05,0.081,0.009,0.919,0.991
"440",600,0.25,"EO",1.47336168718759e-05,0.95,1.99999999802682,1.47336168718759e-05,0.063,0.004,0.937,0.996
"441",600,0.25,"EO",1.47336168718759e-05,1,1.99999999802682,1.47336168718759e-05,0,0,1,1
"442",600,0.25,"FE",1.47336168718759e-05,0,NA,1.47336168718759e-05,0.718,0.42,0.282,0.58
"443",600,0.25,"FE",1.47336168718759e-05,0.05,NA,1.47336168718759e-05,0.435,0.132,0.565,0.868
"444",600,0.25,"FE",1.47336168718759e-05,0.1,NA,1.47336168718759e-05,0.379,0.104,0.621,0.896
"445",600,0.25,"FE",1.47336168718759e-05,0.15,NA,1.47336168718759e-05,0.359,0.089,0.641,0.911
"446",600,0.25,"FE",1.47336168718759e-05,0.2,NA,1.47336168718759e-05,0.314,0.075,0.686,0.925
"447",600,0.25,"FE",1.47336168718759e-05,0.25,NA,1.47336168718759e-05,0.306,0.064,0.694,0.936
"448",600,0.25,"FE",1.47336168718759e-05,0.3,NA,1.47336168718759e-05,0.271,0.059,0.729,0.941
"449",600,0.25,"FE",1.47336168718759e-05,0.35,NA,1.47336168718759e-05,0.258,0.05,0.742,0.95
"450",600,0.25,"FE",1.47336168718759e-05,0.4,NA,1.47336168718759e-05,0.255,0.046,0.745,0.954
"451",600,0.25,"FE",1.47336168718759e-05,0.45,NA,1.47336168718759e-05,0.219,0.038,0.781,0.962
"452",600,0.25,"FE",1.47336168718759e-05,0.5,NA,1.47336168718759e-05,0.205,0.029,0.795,0.971
"453",600,0.25,"FE",1.47336168718759e-05,0.55,NA,1.47336168718759e-05,0.2,0.028,0.8,0.972
"454",600,0.25,"FE",1.47336168718759e-05,0.6,NA,1.47336168718759e-05,0.171,0.028,0.829,0.972
"455",600,0.25,"FE",1.47336168718759e-05,0.65,NA,1.47336168718759e-05,0.162,0.024,0.838,0.976
"456",600,0.25,"FE",1.47336168718759e-05,0.7,NA,1.47336168718759e-05,0.156,0.022,0.844,0.978
"457",600,0.25,"FE",1.47336168718759e-05,0.75,NA,1.47336168718759e-05,0.129,0.018,0.871,0.982
"458",600,0.25,"FE",1.47336168718759e-05,0.8,NA,1.47336168718759e-05,0.125,0.015,0.875,0.985
"459",600,0.25,"FE",1.47336168718759e-05,0.85,NA,1.47336168718759e-05,0.098,0.012,0.902,0.988
"460",600,0.25,"FE",1.47336168718759e-05,0.9,NA,1.47336168718759e-05,0.081,0.009,0.919,0.991
"461",600,0.25,"FE",1.47336168718759e-05,0.95,NA,1.47336168718759e-05,0.063,0.004,0.937,0.996
"462",600,0.25,"FE",1.47336168718759e-05,1,NA,1.47336168718759e-05,0,0,1,1
"463",600,0.5,"FO",0.587238814856593,0,0.587238814856593,0,1,1,0,0
"464",600,0.5,"FO",0.587238814856593,0.05,0.587238814856593,0,1,1,0,0
"465",600,0.5,"FO",0.587238814856593,0.1,0.587238814856593,0,1,1,0,0
"466",600,0.5,"FO",0.587238814856593,0.15,0.587238814856593,0,1,1,0,0
"467",600,0.5,"FO",0.587238814856593,0.2,0.587238814856593,0,1,1,0,0
"468",600,0.5,"FO",0.587238814856593,0.25,0.587238814856593,0,1,1,0,0
"469",600,0.5,"FO",0.587238814856593,0.3,0.587238814856593,0,1,1,0,0
"470",600,0.5,"FO",0.587238814856593,0.35,0.587238814856593,0,1,0.993,0,0.00700000000000001
"471",600,0.5,"FO",0.587238814856593,0.4,0.587238814856593,0,0.983,0.866,0.017,0.134
"472",600,0.5,"FO",0.587238814856593,0.45,0.587238814856593,0,0.964,0.767,0.036,0.233
"473",600,0.5,"FO",0.587238814856593,0.5,0.587238814856593,0,0.95,0.684,0.05,0.316
"474",600,0.5,"FO",0.587238814856593,0.55,0.587238814856593,0,0.939,0.644,0.0610000000000001,0.356
"475",600,0.5,"FO",0.587238814856593,0.6,0.587238814856593,0,0.93,0.583,0.07,0.417
"476",600,0.5,"FO",0.587238814856593,0.65,0.587238814856593,0,0.902,0.526,0.098,0.474
"477",600,0.5,"FO",0.587238814856593,0.7,0.587238814856593,0,0.897,0.482,0.103,0.518
"478",600,0.5,"FO",0.587238814856593,0.75,0.587238814856593,0,0.885,0.426,0.115,0.574
"479",600,0.5,"FO",0.587238814856593,0.8,0.587238814856593,0,0.865,0.376,0.135,0.624
"480",600,0.5,"FO",0.587238814856593,0.85,0.587238814856593,0,0.843,0.325,0.157,0.675
"481",600,0.5,"FO",0.587238814856593,0.9,0.587238814856593,0,0.808,0.273,0.192,0.727
"482",600,0.5,"FO",0.587238814856593,0.95,0.587238814856593,0,0.761,0.201,0.239,0.799
"483",600,0.5,"FO",0.587238814856593,1,0.587238814856593,0,0,0,1,1
"484",600,0.5,"EO",0.00304526344597988,0,1.99999999802682,0.00304526344597988,0.916,0.594,0.084,0.406
"485",600,0.5,"EO",0.00304526344597988,0.05,1.99999999802682,0.00304526344597988,0.728,0.174,0.272,0.826
"486",600,0.5,"EO",0.00304526344597988,0.1,1.99999999802682,0.00304526344597988,0.655,0.129,0.345,0.871
"487",600,0.5,"EO",0.00304526344597988,0.15,1.99999999802682,0.00304526344597988,0.615,0.089,0.385,0.911
"488",600,0.5,"EO",0.00304526344597988,0.2,1.99999999802682,0.00304526344597988,0.59,0.074,0.41,0.926
"489",600,0.5,"EO",0.00304526344597988,0.25,1.99999999802682,0.00304526344597988,0.559,0.053,0.441,0.947
"490",600,0.5,"EO",0.00304526344597988,0.3,1.99999999802682,0.00304526344597988,0.53,0.039,0.47,0.961
"491",600,0.5,"EO",0.00304526344597988,0.35,1.99999999802682,0.00304526344597988,0.507,0.038,0.493,0.962
"492",600,0.5,"EO",0.00304526344597988,0.4,1.99999999802682,0.00304526344597988,0.478,0.034,0.522,0.966
"493",600,0.5,"EO",0.00304526344597988,0.45,1.99999999802682,0.00304526344597988,0.452,0.03,0.548,0.97
"494",600,0.5,"EO",0.00304526344597988,0.5,1.99999999802682,0.00304526344597988,0.437,0.024,0.563,0.976
"495",600,0.5,"EO",0.00304526344597988,0.55,1.99999999802682,0.00304526344597988,0.405,0.023,0.595,0.977
"496",600,0.5,"EO",0.00304526344597988,0.6,1.99999999802682,0.00304526344597988,0.385,0.019,0.615,0.981
"497",600,0.5,"EO",0.00304526344597988,0.65,1.99999999802682,0.00304526344597988,0.333,0.017,0.667,0.983
"498",600,0.5,"EO",0.00304526344597988,0.7,1.99999999802682,0.00304526344597988,0.313,0.015,0.687,0.985
"499",600,0.5,"EO",0.00304526344597988,0.75,1.99999999802682,0.00304526344597988,0.283,0.013,0.717,0.987
"500",600,0.5,"EO",0.00304526344597988,0.8,1.99999999802682,0.00304526344597988,0.261,0.009,0.739,0.991
"501",600,0.5,"EO",0.00304526344597988,0.85,1.99999999802682,0.00304526344597988,0.231,0.005,0.769,0.995
"502",600,0.5,"EO",0.00304526344597988,0.9,1.99999999802682,0.00304526344597988,0.194,0.004,0.806,0.996
"503",600,0.5,"EO",0.00304526344597988,0.95,1.99999999802682,0.00304526344597988,0.158,0.002,0.842,0.998
"504",600,0.5,"EO",0.00304526344597988,1,1.99999999802682,0.00304526344597988,0,0,1,1
"505",600,0.5,"FE",0.00304526344597988,0,0.578364124002847,0.00304526344597988,0.916,0.594,0.084,0.406
"506",600,0.5,"FE",0.00304526344597988,0.05,0.578364124002847,0.00304526344597988,0.728,0.174,0.272,0.826
"507",600,0.5,"FE",0.00304526344597988,0.1,0.578364124002847,0.00304526344597988,0.655,0.129,0.345,0.871
"508",600,0.5,"FE",0.00304526344597988,0.15,0.578364124002847,0.00304526344597988,0.615,0.089,0.385,0.911
"509",600,0.5,"FE",0.00304526344597988,0.2,0.578364124002847,0.00304526344597988,0.59,0.074,0.41,0.926
"510",600,0.5,"FE",0.00304526344597988,0.25,0.578364124002847,0.00304526344597988,0.559,0.053,0.441,0.947
"511",600,0.5,"FE",0.00304526344597988,0.3,0.578364124002847,0.00304526344597988,0.53,0.039,0.47,0.961
"512",600,0.5,"FE",0.00304526344597988,0.35,0.578364124002847,0.00304526344597988,0.507,0.038,0.493,0.962
"513",600,0.5,"FE",0.00304526344597988,0.4,0.578364124002847,0.00304526344597988,0.478,0.034,0.522,0.966
"514",600,0.5,"FE",0.00304526344597988,0.45,0.578364124002847,0.00304526344597988,0.452,0.03,0.548,0.97
"515",600,0.5,"FE",0.00304526344597988,0.5,0.578364124002847,0.00304526344597988,0.437,0.024,0.563,0.976
"516",600,0.5,"FE",0.00304526344597988,0.55,0.578364124002847,0.00304526344597988,0.405,0.023,0.595,0.977
"517",600,0.5,"FE",0.00304526344597988,0.6,0.578364124002847,0.00304526344597988,0.385,0.019,0.615,0.981
"518",600,0.5,"FE",0.00304526344597988,0.65,0.578364124002847,0.00304526344597988,0.333,0.017,0.667,0.983
"519",600,0.5,"FE",0.00304526344597988,0.7,0.578364124002847,0.00304526344597988,0.313,0.015,0.687,0.985
"520",600,0.5,"FE",0.00304526344597988,0.75,0.578364124002847,0.00304526344597988,0.283,0.013,0.717,0.987
"521",600,0.5,"FE",0.00304526344597988,0.8,0.578364124002847,0.00304526344597988,0.261,0.009,0.739,0.991
"522",600,0.5,"FE",0.00304526344597988,0.85,0.578364124002847,0.00304526344597988,0.231,0.005,0.769,0.995
"523",600,0.5,"FE",0.00304526344597988,0.9,0.578364124002847,0.00304526344597988,0.194,0.004,0.806,0.996
"524",600,0.5,"FE",0.00304526344597988,0.95,0.578364124002847,0.00304526344597988,0.158,0.002,0.842,0.998
"525",600,0.5,"FE",0.00304526344597988,1,0.578364124002847,0.00304526344597988,0,0,1,1
"526",600,0.5,"FE",0.578364124002847,0.7,0.578364124002847,0.00304526344597988,0.897,0.482,0.103,0.518
"527",600,0.5,"FE",0.578364124002847,0.75,0.578364124002847,0.00304526344597988,0.885,0.426,0.115,0.574
"528",600,0.5,"FE",0.578364124002847,0.8,0.578364124002847,0.00304526344597988,0.865,0.376,0.135,0.624
"529",600,0.5,"FE",0.578364124002847,0.85,0.578364124002847,0.00304526344597988,0.843,0.325,0.157,0.675
"530",600,0.5,"FE",0.578364124002847,0.9,0.578364124002847,0.00304526344597988,0.808,0.273,0.192,0.727
"531",600,0.5,"FE",0.578364124002847,0.95,0.578364124002847,0.00304526344597988,0.761,0.201,0.239,0.799
"532",600,0.5,"FE",0.578364124002847,1,0.578364124002847,0.00304526344597988,0,0,1,1
"533",600,0.5,"FE",0.578364124002847,0.65,0.578364124002847,0.00304526344597988,0.902,0.526,0.098,0.474
"534",600,0.5,"FE",0.578364124002847,0.15,0.578364124002847,0.00304526344597988,1,1,0,0
"535",600,0.5,"FE",0.578364124002847,0.2,0.578364124002847,0.00304526344597988,1,1,0,0
"536",600,0.5,"FE",0.578364124002847,0.4,0.578364124002847,0.00304526344597988,0.983,0.866,0.017,0.134
"537",600,0.5,"FE",0.578364124002847,0.25,0.578364124002847,0.00304526344597988,1,1,0,0
"538",600,0.5,"FE",0.578364124002847,0.45,0.578364124002847,0.00304526344597988,0.964,0.767,0.036,0.233
"539",600,0.5,"FE",0.578364124002847,0.3,0.578364124002847,0.00304526344597988,1,1,0,0
"540",600,0.5,"FE",0.578364124002847,0.5,0.578364124002847,0.00304526344597988,0.95,0.684,0.05,0.316
"541",600,0.5,"FE",0.578364124002847,0.35,0.578364124002847,0.00304526344597988,1,0.993,0,0.00700000000000001
"542",600,0.5,"FE",0.578364124002847,0.55,0.578364124002847,0.00304526344597988,0.939,0.644,0.0610000000000001,0.356
"543",600,0.5,"FE",0.578364124002847,0.05,0.578364124002847,0.00304526344597988,1,1,0,0
"544",600,0.5,"FE",0.578364124002847,0.6,0.578364124002847,0.00304526344597988,0.93,0.583,0.07,0.417
"545",600,0.5,"FE",0.578364124002847,0.1,0.578364124002847,0.00304526344597988,1,1,0,0
"546",600,0.5,"FE",0.578364124002847,0,0.578364124002847,0.00304526344597988,1,1,0,0
"547",600,0.75,"FO",0.193265864371953,0,0.193265864371953,0,1,1,0,0
"548",600,0.75,"FO",0.193265864371953,0.05,0.193265864371953,0,0.982,0.625,0.018,0.375
"549",600,0.75,"FO",0.193265864371953,0.1,0.193265864371953,0,0.967,0.531,0.033,0.469
"550",600,0.75,"FO",0.193265864371953,0.15,0.193265864371953,0,0.951,0.458,0.049,0.542
"551",600,0.75,"FO",0.193265864371953,0.2,0.193265864371953,0,0.94,0.412,0.0600000000000001,0.588
"552",600,0.75,"FO",0.193265864371953,0.25,0.193265864371953,0,0.937,0.358,0.0629999999999999,0.642
"553",600,0.75,"FO",0.193265864371953,0.3,0.193265864371953,0,0.93,0.337,0.07,0.663
"554",600,0.75,"FO",0.193265864371953,0.35,0.193265864371953,0,0.926,0.315,0.074,0.685
"555",600,0.75,"FO",0.193265864371953,0.4,0.193265864371953,0,0.908,0.281,0.092,0.719
"556",600,0.75,"FO",0.193265864371953,0.45,0.193265864371953,0,0.9,0.273,0.1,0.727
"557",600,0.75,"FO",0.193265864371953,0.5,0.193265864371953,0,0.886,0.238,0.114,0.762
"558",600,0.75,"FO",0.193265864371953,0.55,0.193265864371953,0,0.879,0.218,0.121,0.782
"559",600,0.75,"FO",0.193265864371953,0.6,0.193265864371953,0,0.868,0.194,0.132,0.806
"560",600,0.75,"FO",0.193265864371953,0.65,0.193265864371953,0,0.851,0.172,0.149,0.828
"561",600,0.75,"FO",0.193265864371953,0.7,0.193265864371953,0,0.84,0.159,0.16,0.841
"562",600,0.75,"FO",0.193265864371953,0.75,0.193265864371953,0,0.821,0.129,0.179,0.871
"563",600,0.75,"FO",0.193265864371953,0.8,0.193265864371953,0,0.802,0.109,0.198,0.891
"564",600,0.75,"FO",0.193265864371953,0.85,0.193265864371953,0,0.777,0.089,0.223,0.911
"565",600,0.75,"FO",0.193265864371953,0.9,0.193265864371953,0,0.737,0.067,0.263,0.933
"566",600,0.75,"FO",0.193265864371953,0.95,0.193265864371953,0,0.698,0.042,0.302,0.958
"567",600,0.75,"FO",0.193265864371953,1,0.193265864371953,0,0,0,1,1
"568",600,0.75,"EO",0.0183220688360937,0,1.99999999802682,0.0183220688360937,0.951,0.469,0.049,0.531
"569",600,0.75,"EO",0.0183220688360937,0.05,1.99999999802682,0.0183220688360937,0.839,0.159,0.161,0.841
"570",600,0.75,"EO",0.0183220688360937,0.1,1.99999999802682,0.0183220688360937,0.801,0.106,0.199,0.894
"571",600,0.75,"EO",0.0183220688360937,0.15,1.99999999802682,0.0183220688360937,0.763,0.081,0.237,0.919
"572",600,0.75,"EO",0.0183220688360937,0.2,1.99999999802682,0.0183220688360937,0.734,0.063,0.266,0.937
"573",600,0.75,"EO",0.0183220688360937,0.25,1.99999999802682,0.0183220688360937,0.718,0.051,0.282,0.949
"574",600,0.75,"EO",0.0183220688360937,0.3,1.99999999802682,0.0183220688360937,0.707,0.047,0.293,0.953
"575",600,0.75,"EO",0.0183220688360937,0.35,1.99999999802682,0.0183220688360937,0.674,0.036,0.326,0.964
"576",600,0.75,"EO",0.0183220688360937,0.4,1.99999999802682,0.0183220688360937,0.663,0.033,0.337,0.967
"577",600,0.75,"EO",0.0183220688360937,0.45,1.99999999802682,0.0183220688360937,0.649,0.03,0.351,0.97
"578",600,0.75,"EO",0.0183220688360937,0.5,1.99999999802682,0.0183220688360937,0.631,0.024,0.369,0.976
"579",600,0.75,"EO",0.0183220688360937,0.55,1.99999999802682,0.0183220688360937,0.623,0.023,0.377,0.977
"580",600,0.75,"EO",0.0183220688360937,0.6,1.99999999802682,0.0183220688360937,0.594,0.015,0.406,0.985
"581",600,0.75,"EO",0.0183220688360937,0.65,1.99999999802682,0.0183220688360937,0.582,0.014,0.418,0.986
"582",600,0.75,"EO",0.0183220688360937,0.7,1.99999999802682,0.0183220688360937,0.546,0.012,0.454,0.988
"583",600,0.75,"EO",0.0183220688360937,0.75,1.99999999802682,0.0183220688360937,0.515,0.007,0.485,0.993
"584",600,0.75,"EO",0.0183220688360937,0.8,1.99999999802682,0.0183220688360937,0.488,0.006,0.512,0.994
"585",600,0.75,"EO",0.0183220688360937,0.85,1.99999999802682,0.0183220688360937,0.464,0.004,0.536,0.996
"586",600,0.75,"EO",0.0183220688360937,0.9,1.99999999802682,0.0183220688360937,0.429,0.003,0.571,0.997
"587",600,0.75,"EO",0.0183220688360937,0.95,1.99999999802682,0.0183220688360937,0.372,0.001,0.628,0.999
"588",600,0.75,"EO",0.0183220688360937,1,1.99999999802682,0.0183220688360937,0,0,1,1
"589",600,0.75,"FE",0.0183910831118006,1,0.186275384393549,0.0183910831118006,0,0,1,1
"590",600,0.75,"FE",0.0183910831118006,0.85,0.186275384393549,0.0183910831118006,0.464,0.004,0.536,0.996
"591",600,0.75,"FE",0.0183910831118006,0.9,0.186275384393549,0.0183910831118006,0.429,0.003,0.571,0.997
"592",600,0.75,"FE",0.0183910831118006,0.75,0.186275384393549,0.0183910831118006,0.515,0.007,0.485,0.993
"593",600,0.75,"FE",0.0183910831118006,0.95,0.186275384393549,0.0183910831118006,0.372,0.001,0.628,0.999
"594",600,0.75,"FE",0.0183910831118006,0.8,0.186275384393549,0.0183910831118006,0.488,0.006,0.512,0.994
"595",600,0.75,"FE",0.0183910831118006,0.65,0.186275384393549,0.0183910831118006,0.582,0.014,0.418,0.986
"596",600,0.75,"FE",0.0183910831118006,0.7,0.186275384393549,0.0183910831118006,0.546,0.012,0.454,0.988
"597",600,0.75,"FE",0.0183910831118006,0,0.186275384393549,0.0183910831118006,0.951,0.469,0.049,0.531
"598",600,0.75,"FE",0.0183910831118006,0.05,0.186275384393549,0.0183910831118006,0.839,0.159,0.161,0.841
"599",600,0.75,"FE",0.0183910831118006,0.1,0.186275384393549,0.0183910831118006,0.801,0.106,0.199,0.894
"600",600,0.75,"FE",0.0183910831118006,0.15,0.186275384393549,0.0183910831118006,0.763,0.081,0.237,0.919
"601",600,0.75,"FE",0.0183910831118006,0.2,0.186275384393549,0.0183910831118006,0.734,0.063,0.266,0.937
"602",600,0.75,"FE",0.0183910831118006,0.25,0.186275384393549,0.0183910831118006,0.718,0.051,0.282,0.949
"603",600,0.75,"FE",0.0183910831118006,0.3,0.186275384393549,0.0183910831118006,0.707,0.047,0.293,0.953
"604",600,0.75,"FE",0.0183910831118006,0.35,0.186275384393549,0.0183910831118006,0.674,0.036,0.326,0.964
"605",600,0.75,"FE",0.0183910831118006,0.4,0.186275384393549,0.0183910831118006,0.663,0.033,0.337,0.967
"606",600,0.75,"FE",0.0183910831118006,0.45,0.186275384393549,0.0183910831118006,0.649,0.03,0.351,0.97
"607",600,0.75,"FE",0.0183910831118006,0.5,0.186275384393549,0.0183910831118006,0.631,0.024,0.369,0.976
"608",600,0.75,"FE",0.0183910831118006,0.55,0.186275384393549,0.0183910831118006,0.623,0.023,0.377,0.977
"609",600,0.75,"FE",0.0183910831118006,0.6,0.186275384393549,0.0183910831118006,0.594,0.015,0.406,0.985
"610",600,0.75,"FE",0.186275384393549,0.35,0.186275384393549,0.0183910831118006,0.909,0.313,0.091,0.687
"611",600,0.75,"FE",0.186275384393549,0.4,0.186275384393549,0.0183910831118006,0.898,0.278,0.102,0.722
"612",600,0.75,"FE",0.186275384393549,0.45,0.186275384393549,0.0183910831118006,0.888,0.267,0.112,0.733
"613",600,0.75,"FE",0.186275384393549,0.5,0.186275384393549,0.0183910831118006,0.875,0.234,0.125,0.766
"614",600,0.75,"FE",0.186275384393549,0.55,0.186275384393549,0.0183910831118006,0.868,0.211,0.132,0.789
"615",600,0.75,"FE",0.186275384393549,0.6,0.186275384393549,0.0183910831118006,0.848,0.192,0.152,0.808
"616",600,0.75,"FE",0.186275384393549,0.65,0.186275384393549,0.0183910831118006,0.838,0.17,0.162,0.83
"617",600,0.75,"FE",0.186275384393549,0.7,0.186275384393549,0.0183910831118006,0.824,0.154,0.176,0.846
"618",600,0.75,"FE",0.186275384393549,0.75,0.186275384393549,0.0183910831118006,0.802,0.127,0.198,0.873
"619",600,0.75,"FE",0.186275384393549,0.8,0.186275384393549,0.0183910831118006,0.787,0.106,0.213,0.894
"620",600,0.75,"FE",0.186275384393549,0.85,0.186275384393549,0.0183910831118006,0.757,0.087,0.243,0.913
"621",600,0.75,"FE",0.186275384393549,0.9,0.186275384393549,0.0183910831118006,0.723,0.065,0.277,0.935
"622",600,0.75,"FE",0.186275384393549,0.95,0.186275384393549,0.0183910831118006,0.675,0.04,0.325,0.96
"623",600,0.75,"FE",0.186275384393549,1,0.186275384393549,0.0183910831118006,0,0,1,1
"624",600,0.75,"FE",0.186275384393549,0,0.186275384393549,0.0183910831118006,1,1,0,0
"625",600,0.75,"FE",0.186275384393549,0.05,0.186275384393549,0.0183910831118006,0.976,0.616,0.024,0.384
"626",600,0.75,"FE",0.186275384393549,0.1,0.186275384393549,0.0183910831118006,0.951,0.518,0.049,0.482
"627",600,0.75,"FE",0.186275384393549,0.15,0.186275384393549,0.0183910831118006,0.942,0.45,0.0580000000000001,0.55
"628",600,0.75,"FE",0.186275384393549,0.2,0.186275384393549,0.0183910831118006,0.937,0.401,0.0629999999999999,0.599
"629",600,0.75,"FE",0.186275384393549,0.25,0.186275384393549,0.0183910831118006,0.934,0.354,0.0659999999999999,0.646
"630",600,0.75,"FE",0.186275384393549,0.3,0.186275384393549,0.0183910831118006,0.926,0.329,0.074,0.671
