"","n","interim_fraction","MonitoringType","P","Proportion","FutilityPValue","EfficacyPValue","AlternativeRejectionRate0.8","NullRejectionRate0.05","TypeIIError","LevelOfSignificance"
"631",2000,0.25,"EO",1.47336168718759e-05,0,1.99999999802682,1.47336168718759e-05,0.755,0.424,0.245,0.576
"632",2000,0.25,"EO",1.47336168718759e-05,0.05,1.99999999802682,1.47336168718759e-05,0.479,0.143,0.521,0.857
"633",2000,0.25,"EO",1.47336168718759e-05,0.1,1.99999999802682,1.47336168718759e-05,0.404,0.107,0.596,0.893
"634",2000,0.25,"EO",1.47336168718759e-05,0.15,1.99999999802682,1.47336168718759e-05,0.374,0.086,0.626,0.914
"635",2000,0.25,"EO",1.47336168718759e-05,0.2,1.99999999802682,1.47336168718759e-05,0.336,0.067,0.664,0.933
"636",2000,0.25,"EO",1.47336168718759e-05,0.25,1.99999999802682,1.47336168718759e-05,0.315,0.061,0.685,0.939
"637",2000,0.25,"EO",1.47336168718759e-05,0.3,1.99999999802682,1.47336168718759e-05,0.289,0.053,0.711,0.947
"638",2000,0.25,"EO",1.47336168718759e-05,0.35,1.99999999802682,1.47336168718759e-05,0.258,0.048,0.742,0.952
"639",2000,0.25,"EO",1.47336168718759e-05,0.4,1.99999999802682,1.47336168718759e-05,0.242,0.042,0.758,0.958
"640",2000,0.25,"EO",1.47336168718759e-05,0.45,1.99999999802682,1.47336168718759e-05,0.235,0.038,0.765,0.962
"641",2000,0.25,"EO",1.47336168718759e-05,0.5,1.99999999802682,1.47336168718759e-05,0.218,0.034,0.782,0.966
"642",2000,0.25,"EO",1.47336168718759e-05,0.55,1.99999999802682,1.47336168718759e-05,0.207,0.027,0.793,0.973
"643",2000,0.25,"EO",1.47336168718759e-05,0.6,1.99999999802682,1.47336168718759e-05,0.189,0.02,0.811,0.98
"644",2000,0.25,"EO",1.47336168718759e-05,0.65,1.99999999802682,1.47336168718759e-05,0.172,0.018,0.828,0.982
"645",2000,0.25,"EO",1.47336168718759e-05,0.7,1.99999999802682,1.47336168718759e-05,0.156,0.016,0.844,0.984
"646",2000,0.25,"EO",1.47336168718759e-05,0.75,1.99999999802682,1.47336168718759e-05,0.144,0.014,0.856,0.986
"647",2000,0.25,"EO",1.47336168718759e-05,0.8,1.99999999802682,1.47336168718759e-05,0.128,0.01,0.872,0.99
"648",2000,0.25,"EO",1.47336168718759e-05,0.85,1.99999999802682,1.47336168718759e-05,0.117,0.009,0.883,0.991
"649",2000,0.25,"EO",1.47336168718759e-05,0.9,1.99999999802682,1.47336168718759e-05,0.107,0.006,0.893,0.994
"650",2000,0.25,"EO",1.47336168718759e-05,0.95,1.99999999802682,1.47336168718759e-05,0.08,0.003,0.92,0.997
"651",2000,0.25,"EO",1.47336168718759e-05,1,1.99999999802682,1.47336168718759e-05,0,0,1,1
"652",2000,0.25,"FE",1.47336168718759e-05,0,NA,1.47336168718759e-05,0.755,0.424,0.245,0.576
"653",2000,0.25,"FE",1.47336168718759e-05,0.05,NA,1.47336168718759e-05,0.479,0.143,0.521,0.857
"654",2000,0.25,"FE",1.47336168718759e-05,0.1,NA,1.47336168718759e-05,0.404,0.107,0.596,0.893
"655",2000,0.25,"FE",1.47336168718759e-05,0.15,NA,1.47336168718759e-05,0.374,0.086,0.626,0.914
"656",2000,0.25,"FE",1.47336168718759e-05,0.2,NA,1.47336168718759e-05,0.336,0.067,0.664,0.933
"657",2000,0.25,"FE",1.47336168718759e-05,0.25,NA,1.47336168718759e-05,0.315,0.061,0.685,0.939
"658",2000,0.25,"FE",1.47336168718759e-05,0.3,NA,1.47336168718759e-05,0.289,0.053,0.711,0.947
"659",2000,0.25,"FE",1.47336168718759e-05,0.35,NA,1.47336168718759e-05,0.258,0.048,0.742,0.952
"660",2000,0.25,"FE",1.47336168718759e-05,0.4,NA,1.47336168718759e-05,0.242,0.042,0.758,0.958
"661",2000,0.25,"FE",1.47336168718759e-05,0.45,NA,1.47336168718759e-05,0.235,0.038,0.765,0.962
"662",2000,0.25,"FE",1.47336168718759e-05,0.5,NA,1.47336168718759e-05,0.218,0.034,0.782,0.966
"663",2000,0.25,"FE",1.47336168718759e-05,0.55,NA,1.47336168718759e-05,0.207,0.027,0.793,0.973
"664",2000,0.25,"FE",1.47336168718759e-05,0.6,NA,1.47336168718759e-05,0.189,0.02,0.811,0.98
"665",2000,0.25,"FE",1.47336168718759e-05,0.65,NA,1.47336168718759e-05,0.172,0.018,0.828,0.982
"666",2000,0.25,"FE",1.47336168718759e-05,0.7,NA,1.47336168718759e-05,0.156,0.016,0.844,0.984
"667",2000,0.25,"FE",1.47336168718759e-05,0.75,NA,1.47336168718759e-05,0.144,0.014,0.856,0.986
"668",2000,0.25,"FE",1.47336168718759e-05,0.8,NA,1.47336168718759e-05,0.128,0.01,0.872,0.99
"669",2000,0.25,"FE",1.47336168718759e-05,0.85,NA,1.47336168718759e-05,0.117,0.009,0.883,0.991
"670",2000,0.25,"FE",1.47336168718759e-05,0.9,NA,1.47336168718759e-05,0.107,0.006,0.893,0.994
"671",2000,0.25,"FE",1.47336168718759e-05,0.95,NA,1.47336168718759e-05,0.08,0.003,0.92,0.997
"672",2000,0.25,"FE",1.47336168718759e-05,1,NA,1.47336168718759e-05,0,0,1,1
"673",2000,0.5,"FO",0.587238814856593,0,0.587238814856593,0,1,1,0,0
"674",2000,0.5,"FO",0.587238814856593,0.05,0.587238814856593,0,1,1,0,0
"675",2000,0.5,"FO",0.587238814856593,0.1,0.587238814856593,0,1,1,0,0
"676",2000,0.5,"FO",0.587238814856593,0.15,0.587238814856593,0,1,1,0,0
"677",2000,0.5,"FO",0.587238814856593,0.2,0.587238814856593,0,1,1,0,0
"678",2000,0.5,"FO",0.587238814856593,0.25,0.587238814856593,0,1,1,0,0
"679",2000,0.5,"FO",0.587238814856593,0.3,0.587238814856593,0,1,1,0,0
"680",2000,0.5,"FO",0.587238814856593,0.35,0.587238814856593,0,1,1,0,0
"681",2000,0.5,"FO",0.587238814856593,0.4,0.587238814856593,0,0.995,0.984,0.005,0.016
"682",2000,0.5,"FO",0.587238814856593,0.45,0.587238814856593,0,0.976,0.854,0.024,0.146
"683",2000,0.5,"FO",0.587238814856593,0.5,0.587238814856593,0,0.968,0.752,0.032,0.248
"684",2000,0.5,"FO",0.587238814856593,0.55,0.587238814856593,0,0.957,0.692,0.043,0.308
"685",2000,0.5,"FO",0.587238814856593,0.6,0.587238814856593,0,0.946,0.631,0.054,0.369
"686",2000,0.5,"FO",0.587238814856593,0.65,0.587238814856593,0,0.933,0.578,0.0669999999999999,0.422
"687",2000,0.5,"FO",0.587238814856593,0.7,0.587238814856593,0,0.913,0.526,0.087,0.474
"688",2000,0.5,"FO",0.587238814856593,0.75,0.587238814856593,0,0.899,0.475,0.101,0.525
"689",2000,0.5,"FO",0.587238814856593,0.8,0.587238814856593,0,0.882,0.42,0.118,0.58
"690",2000,0.5,"FO",0.587238814856593,0.85,0.587238814856593,0,0.864,0.361,0.136,0.639
"691",2000,0.5,"FO",0.587238814856593,0.9,0.587238814856593,0,0.835,0.289,0.165,0.711
"692",2000,0.5,"FO",0.587238814856593,0.95,0.587238814856593,0,0.778,0.215,0.222,0.785
"693",2000,0.5,"FO",0.587238814856593,1,0.587238814856593,0,0,0,1,1
"694",2000,0.5,"EO",0.00304526344597988,0,1.99999999802682,0.00304526344597988,0.937,0.602,0.0629999999999999,0.398
"695",2000,0.5,"EO",0.00304526344597988,0.05,1.99999999802682,0.00304526344597988,0.757,0.185,0.243,0.815
"696",2000,0.5,"EO",0.00304526344597988,0.1,1.99999999802682,0.00304526344597988,0.698,0.133,0.302,0.867
"697",2000,0.5,"EO",0.00304526344597988,0.15,1.99999999802682,0.00304526344597988,0.657,0.098,0.343,0.902
"698",2000,0.5,"EO",0.00304526344597988,0.2,1.99999999802682,0.00304526344597988,0.615,0.08,0.385,0.92
"699",2000,0.5,"EO",0.00304526344597988,0.25,1.99999999802682,0.00304526344597988,0.576,0.068,0.424,0.932
"700",2000,0.5,"EO",0.00304526344597988,0.3,1.99999999802682,0.00304526344597988,0.55,0.053,0.45,0.947
"701",2000,0.5,"EO",0.00304526344597988,0.35,1.99999999802682,0.00304526344597988,0.531,0.046,0.469,0.954
"702",2000,0.5,"EO",0.00304526344597988,0.4,1.99999999802682,0.00304526344597988,0.509,0.036,0.491,0.964
"703",2000,0.5,"EO",0.00304526344597988,0.45,1.99999999802682,0.00304526344597988,0.483,0.031,0.517,0.969
"704",2000,0.5,"EO",0.00304526344597988,0.5,1.99999999802682,0.00304526344597988,0.453,0.025,0.547,0.975
"705",2000,0.5,"EO",0.00304526344597988,0.55,1.99999999802682,0.00304526344597988,0.431,0.02,0.569,0.98
"706",2000,0.5,"EO",0.00304526344597988,0.6,1.99999999802682,0.00304526344597988,0.401,0.015,0.599,0.985
"707",2000,0.5,"EO",0.00304526344597988,0.65,1.99999999802682,0.00304526344597988,0.378,0.011,0.622,0.989
"708",2000,0.5,"EO",0.00304526344597988,0.7,1.99999999802682,0.00304526344597988,0.358,0.011,0.642,0.989
"709",2000,0.5,"EO",0.00304526344597988,0.75,1.99999999802682,0.00304526344597988,0.331,0.01,0.669,0.99
"710",2000,0.5,"EO",0.00304526344597988,0.8,1.99999999802682,0.00304526344597988,0.305,0.01,0.695,0.99
"711",2000,0.5,"EO",0.00304526344597988,0.85,1.99999999802682,0.00304526344597988,0.274,0.007,0.726,0.993
"712",2000,0.5,"EO",0.00304526344597988,0.9,1.99999999802682,0.00304526344597988,0.237,0.005,0.763,0.995
"713",2000,0.5,"EO",0.00304526344597988,0.95,1.99999999802682,0.00304526344597988,0.183,0.001,0.817,0.999
"714",2000,0.5,"EO",0.00304526344597988,1,1.99999999802682,0.00304526344597988,0,0,1,1
"715",2000,0.5,"FE",0.00304526344597988,0,0.578364124002847,0.00304526344597988,0.937,0.602,0.0629999999999999,0.398
"716",2000,0.5,"FE",0.00304526344597988,0.05,0.578364124002847,0.00304526344597988,0.757,0.185,0.243,0.815
"717",2000,0.5,"FE",0.00304526344597988,0.1,0.578364124002847,0.00304526344597988,0.698,0.133,0.302,0.867
"718",2000,0.5,"FE",0.00304526344597988,0.15,0.578364124002847,0.00304526344597988,0.657,0.098,0.343,0.902
"719",2000,0.5,"FE",0.00304526344597988,0.2,0.578364124002847,0.00304526344597988,0.615,0.08,0.385,0.92
"720",2000,0.5,"FE",0.00304526344597988,0.25,0.578364124002847,0.00304526344597988,0.576,0.068,0.424,0.932
"721",2000,0.5,"FE",0.00304526344597988,0.3,0.578364124002847,0.00304526344597988,0.55,0.053,0.45,0.947
"722",2000,0.5,"FE",0.00304526344597988,0.35,0.578364124002847,0.00304526344597988,0.531,0.046,0.469,0.954
"723",2000,0.5,"FE",0.00304526344597988,0.4,0.578364124002847,0.00304526344597988,0.509,0.036,0.491,0.964
"724",2000,0.5,"FE",0.00304526344597988,0.45,0.578364124002847,0.00304526344597988,0.483,0.031,0.517,0.969
"725",2000,0.5,"FE",0.00304526344597988,0.5,0.578364124002847,0.00304526344597988,0.453,0.025,0.547,0.975
"726",2000,0.5,"FE",0.00304526344597988,0.55,0.578364124002847,0.00304526344597988,0.431,0.02,0.569,0.98
"727",2000,0.5,"FE",0.00304526344597988,0.6,0.578364124002847,0.00304526344597988,0.401,0.015,0.599,0.985
"728",2000,0.5,"FE",0.00304526344597988,0.65,0.578364124002847,0.00304526344597988,0.378,0.011,0.622,0.989
"729",2000,0.5,"FE",0.00304526344597988,0.7,0.578364124002847,0.00304526344597988,0.358,0.011,0.642,0.989
"730",2000,0.5,"FE",0.00304526344597988,0.75,0.578364124002847,0.00304526344597988,0.331,0.01,0.669,0.99
"731",2000,0.5,"FE",0.00304526344597988,0.8,0.578364124002847,0.00304526344597988,0.305,0.01,0.695,0.99
"732",2000,0.5,"FE",0.00304526344597988,0.85,0.578364124002847,0.00304526344597988,0.274,0.007,0.726,0.993
"733",2000,0.5,"FE",0.00304526344597988,0.9,0.578364124002847,0.00304526344597988,0.237,0.005,0.763,0.995
"734",2000,0.5,"FE",0.00304526344597988,0.95,0.578364124002847,0.00304526344597988,0.183,0.001,0.817,0.999
"735",2000,0.5,"FE",0.00304526344597988,1,0.578364124002847,0.00304526344597988,0,0,1,1
"736",2000,0.5,"FE",0.578364124002847,0.7,0.578364124002847,0.00304526344597988,0.911,0.505,0.089,0.495
"737",2000,0.5,"FE",0.578364124002847,0.75,0.578364124002847,0.00304526344597988,0.898,0.456,0.102,0.544
"738",2000,0.5,"FE",0.578364124002847,0.8,0.578364124002847,0.00304526344597988,0.882,0.399,0.118,0.601
"739",2000,0.5,"FE",0.578364124002847,0.85,0.578364124002847,0.00304526344597988,0.859,0.348,0.141,0.652
"740",2000,0.5,"FE",0.578364124002847,0.9,0.578364124002847,0.00304526344597988,0.831,0.28,0.169,0.72
"741",2000,0.5,"FE",0.578364124002847,0.95,0.578364124002847,0.00304526344597988,0.772,0.209,0.228,0.791
"742",2000,0.5,"FE",0.578364124002847,1,0.578364124002847,0.00304526344597988,0,0,1,1
"743",2000,0.5,"FE",0.578364124002847,0.65,0.578364124002847,0.00304526344597988,0.926,0.55,0.074,0.45
"744",2000,0.5,"FE",0.578364124002847,0.15,0.578364124002847,0.00304526344597988,1,1,0,0
"745",2000,0.5,"FE",0.578364124002847,0.35,0.578364124002847,0.00304526344597988,1,0.998,0,0.002
"746",2000,0.5,"FE",0.578364124002847,0.2,0.578364124002847,0.00304526344597988,1,1,0,0
"747",2000,0.5,"FE",0.578364124002847,0.4,0.578364124002847,0.00304526344597988,0.989,0.9,0.011,0.1
"748",2000,0.5,"FE",0.578364124002847,0.25,0.578364124002847,0.00304526344597988,1,1,0,0
"749",2000,0.5,"FE",0.578364124002847,0.45,0.578364124002847,0.00304526344597988,0.972,0.788,0.028,0.212
"750",2000,0.5,"FE",0.578364124002847,0.3,0.578364124002847,0.00304526344597988,1,1,0,0
"751",2000,0.5,"FE",0.578364124002847,0.5,0.578364124002847,0.00304526344597988,0.967,0.717,0.033,0.283
"752",2000,0.5,"FE",0.578364124002847,0.55,0.578364124002847,0.00304526344597988,0.955,0.658,0.045,0.342
"753",2000,0.5,"FE",0.578364124002847,0.05,0.578364124002847,0.00304526344597988,1,1,0,0
"754",2000,0.5,"FE",0.578364124002847,0.6,0.578364124002847,0.00304526344597988,0.945,0.601,0.055,0.399
"755",2000,0.5,"FE",0.578364124002847,0.1,0.578364124002847,0.00304526344597988,1,1,0,0
"756",2000,0.5,"FE",0.578364124002847,0,0.578364124002847,0.00304526344597988,1,1,0,0
"757",2000,0.75,"FO",0.193265864371953,0,0.193265864371953,0,1,1,0,0
"758",2000,0.75,"FO",0.193265864371953,0.05,0.193265864371953,0,0.984,0.628,0.016,0.372
"759",2000,0.75,"FO",0.193265864371953,0.1,0.193265864371953,0,0.976,0.514,0.024,0.486
"760",2000,0.75,"FO",0.193265864371953,0.15,0.193265864371953,0,0.967,0.451,0.033,0.549
"761",2000,0.75,"FO",0.193265864371953,0.2,0.193265864371953,0,0.96,0.404,0.04,0.596
"762",2000,0.75,"FO",0.193265864371953,0.25,0.193265864371953,0,0.954,0.363,0.046,0.637
"763",2000,0.75,"FO",0.193265864371953,0.3,0.193265864371953,0,0.95,0.328,0.05,0.672
"764",2000,0.75,"FO",0.193265864371953,0.35,0.193265864371953,0,0.94,0.298,0.0600000000000001,0.702
"765",2000,0.75,"FO",0.193265864371953,0.4,0.193265864371953,0,0.929,0.273,0.071,0.727
"766",2000,0.75,"FO",0.193265864371953,0.45,0.193265864371953,0,0.924,0.246,0.076,0.754
"767",2000,0.75,"FO",0.193265864371953,0.5,0.193265864371953,0,0.914,0.229,0.086,0.771
"768",2000,0.75,"FO",0.193265864371953,0.55,0.193265864371953,0,0.903,0.21,0.097,0.79
"769",2000,0.75,"FO",0.193265864371953,0.6,0.193265864371953,0,0.891,0.191,0.109,0.809
"770",2000,0.75,"FO",0.193265864371953,0.65,0.193265864371953,0,0.882,0.166,0.118,0.834
"771",2000,0.75,"FO",0.193265864371953,0.7,0.193265864371953,0,0.869,0.143,0.131,0.857
"772",2000,0.75,"FO",0.193265864371953,0.75,0.193265864371953,0,0.854,0.119,0.146,0.881
"773",2000,0.75,"FO",0.193265864371953,0.8,0.193265864371953,0,0.843,0.103,0.157,0.897
"774",2000,0.75,"FO",0.193265864371953,0.85,0.193265864371953,0,0.818,0.088,0.182,0.912
"775",2000,0.75,"FO",0.193265864371953,0.9,0.193265864371953,0,0.781,0.072,0.219,0.928
"776",2000,0.75,"FO",0.193265864371953,0.95,0.193265864371953,0,0.738,0.047,0.262,0.953
"777",2000,0.75,"FO",0.193265864371953,1,0.193265864371953,0,0,0,1,1
"778",2000,0.75,"EO",0.0183220688360937,0,1.99999999802682,0.0183220688360937,0.968,0.48,0.032,0.52
"779",2000,0.75,"EO",0.0183220688360937,0.05,1.99999999802682,0.0183220688360937,0.865,0.147,0.135,0.853
"780",2000,0.75,"EO",0.0183220688360937,0.1,1.99999999802682,0.0183220688360937,0.837,0.103,0.163,0.897
"781",2000,0.75,"EO",0.0183220688360937,0.15,1.99999999802682,0.0183220688360937,0.807,0.087,0.193,0.913
"782",2000,0.75,"EO",0.0183220688360937,0.2,1.99999999802682,0.0183220688360937,0.778,0.072,0.222,0.928
"783",2000,0.75,"EO",0.0183220688360937,0.25,1.99999999802682,0.0183220688360937,0.76,0.063,0.24,0.937
"784",2000,0.75,"EO",0.0183220688360937,0.3,1.99999999802682,0.0183220688360937,0.746,0.052,0.254,0.948
"785",2000,0.75,"EO",0.0183220688360937,0.35,1.99999999802682,0.0183220688360937,0.726,0.043,0.274,0.957
"786",2000,0.75,"EO",0.0183220688360937,0.4,1.99999999802682,0.0183220688360937,0.709,0.038,0.291,0.962
"787",2000,0.75,"EO",0.0183220688360937,0.45,1.99999999802682,0.0183220688360937,0.681,0.034,0.319,0.966
"788",2000,0.75,"EO",0.0183220688360937,0.5,1.99999999802682,0.0183220688360937,0.668,0.033,0.332,0.967
"789",2000,0.75,"EO",0.0183220688360937,0.55,1.99999999802682,0.0183220688360937,0.643,0.028,0.357,0.972
"790",2000,0.75,"EO",0.0183220688360937,0.6,1.99999999802682,0.0183220688360937,0.62,0.025,0.38,0.975
"791",2000,0.75,"EO",0.0183220688360937,0.65,1.99999999802682,0.0183220688360937,0.592,0.02,0.408,0.98
"792",2000,0.75,"EO",0.0183220688360937,0.7,1.99999999802682,0.0183220688360937,0.571,0.017,0.429,0.983
"793",2000,0.75,"EO",0.0183220688360937,0.75,1.99999999802682,0.0183220688360937,0.553,0.017,0.447,0.983
"794",2000,0.75,"EO",0.0183220688360937,0.8,1.99999999802682,0.0183220688360937,0.515,0.012,0.485,0.988
"795",2000,0.75,"EO",0.0183220688360937,0.85,1.99999999802682,0.0183220688360937,0.481,0.011,0.519,0.989
"796",2000,0.75,"EO",0.0183220688360937,0.9,1.99999999802682,0.0183220688360937,0.436,0.007,0.564,0.993
"797",2000,0.75,"EO",0.0183220688360937,0.95,1.99999999802682,0.0183220688360937,0.368,0.002,0.632,0.998
"798",2000,0.75,"EO",0.0183220688360937,1,1.99999999802682,0.0183220688360937,0,0,1,1
"799",2000,0.75,"FE",0.0183910831118006,1,0.186275384393549,0.0183910831118006,0,0,1,1
"800",2000,0.75,"FE",0.0183910831118006,0.85,0.186275384393549,0.0183910831118006,0.481,0.011,0.519,0.989
"801",2000,0.75,"FE",0.0183910831118006,0.9,0.186275384393549,0.0183910831118006,0.437,0.007,0.563,0.993
"802",2000,0.75,"FE",0.0183910831118006,0.75,0.186275384393549,0.0183910831118006,0.554,0.017,0.446,0.983
"803",2000,0.75,"FE",0.0183910831118006,0.95,0.186275384393549,0.0183910831118006,0.368,0.002,0.632,0.998
"804",2000,0.75,"FE",0.0183910831118006,0.8,0.186275384393549,0.0183910831118006,0.516,0.012,0.484,0.988
"805",2000,0.75,"FE",0.0183910831118006,0.65,0.186275384393549,0.0183910831118006,0.592,0.02,0.408,0.98
"806",2000,0.75,"FE",0.0183910831118006,0.7,0.186275384393549,0.0183910831118006,0.571,0.018,0.429,0.982
"807",2000,0.75,"FE",0.0183910831118006,0,0.186275384393549,0.0183910831118006,0.968,0.481,0.032,0.519
"808",2000,0.75,"FE",0.0183910831118006,0.05,0.186275384393549,0.0183910831118006,0.865,0.147,0.135,0.853
"809",2000,0.75,"FE",0.0183910831118006,0.1,0.186275384393549,0.0183910831118006,0.837,0.103,0.163,0.897
"810",2000,0.75,"FE",0.0183910831118006,0.15,0.186275384393549,0.0183910831118006,0.807,0.087,0.193,0.913
"811",2000,0.75,"FE",0.0183910831118006,0.2,0.186275384393549,0.0183910831118006,0.778,0.074,0.222,0.926
"812",2000,0.75,"FE",0.0183910831118006,0.25,0.186275384393549,0.0183910831118006,0.761,0.063,0.239,0.937
"813",2000,0.75,"FE",0.0183910831118006,0.3,0.186275384393549,0.0183910831118006,0.746,0.052,0.254,0.948
"814",2000,0.75,"FE",0.0183910831118006,0.35,0.186275384393549,0.0183910831118006,0.728,0.043,0.272,0.957
"815",2000,0.75,"FE",0.0183910831118006,0.4,0.186275384393549,0.0183910831118006,0.709,0.038,0.291,0.962
"816",2000,0.75,"FE",0.0183910831118006,0.45,0.186275384393549,0.0183910831118006,0.682,0.034,0.318,0.966
"817",2000,0.75,"FE",0.0183910831118006,0.5,0.186275384393549,0.0183910831118006,0.668,0.033,0.332,0.967
"818",2000,0.75,"FE",0.0183910831118006,0.55,0.186275384393549,0.0183910831118006,0.644,0.029,0.356,0.971
"819",2000,0.75,"FE",0.0183910831118006,0.6,0.186275384393549,0.0183910831118006,0.62,0.025,0.38,0.975
"820",2000,0.75,"FE",0.186275384393549,0.3,0.186275384393549,0.0183910831118006,0.945,0.318,0.055,0.682
"821",2000,0.75,"FE",0.186275384393549,0.35,0.186275384393549,0.0183910831118006,0.932,0.287,0.0679999999999999,0.713
"822",2000,0.75,"FE",0.186275384393549,0.4,0.186275384393549,0.0183910831118006,0.926,0.266,0.074,0.734
"823",2000,0.75,"FE",0.186275384393549,0.45,0.186275384393549,0.0183910831118006,0.918,0.24,0.082,0.76
"824",2000,0.75,"FE",0.186275384393549,0.5,0.186275384393549,0.0183910831118006,0.909,0.224,0.091,0.776
"825",2000,0.75,"FE",0.186275384393549,0.55,0.186275384393549,0.0183910831118006,0.893,0.207,0.107,0.793
"826",2000,0.75,"FE",0.186275384393549,0.6,0.186275384393549,0.0183910831118006,0.883,0.181,0.117,0.819
"827",2000,0.75,"FE",0.186275384393549,0.65,0.186275384393549,0.0183910831118006,0.879,0.158,0.121,0.842
"828",2000,0.75,"FE",0.186275384393549,0.7,0.186275384393549,0.0183910831118006,0.855,0.138,0.145,0.862
"829",2000,0.75,"FE",0.186275384393549,0.75,0.186275384393549,0.0183910831118006,0.85,0.113,0.15,0.887
"830",2000,0.75,"FE",0.186275384393549,0.8,0.186275384393549,0.0183910831118006,0.834,0.101,0.166,0.899
"831",2000,0.75,"FE",0.186275384393549,0.85,0.186275384393549,0.0183910831118006,0.806,0.085,0.194,0.915
"832",2000,0.75,"FE",0.186275384393549,0.9,0.186275384393549,0.0183910831118006,0.771,0.069,0.229,0.931
"833",2000,0.75,"FE",0.186275384393549,0.95,0.186275384393549,0.0183910831118006,0.731,0.045,0.269,0.955
"834",2000,0.75,"FE",0.186275384393549,1,0.186275384393549,0.0183910831118006,0,0,1,1
"835",2000,0.75,"FE",0.186275384393549,0,0.186275384393549,0.0183910831118006,1,1,0,0
"836",2000,0.75,"FE",0.186275384393549,0.05,0.186275384393549,0.0183910831118006,0.984,0.612,0.016,0.388
"837",2000,0.75,"FE",0.186275384393549,0.1,0.186275384393549,0.0183910831118006,0.974,0.5,0.026,0.5
"838",2000,0.75,"FE",0.186275384393549,0.15,0.186275384393549,0.0183910831118006,0.964,0.438,0.036,0.562
"839",2000,0.75,"FE",0.186275384393549,0.2,0.186275384393549,0.0183910831118006,0.956,0.395,0.044,0.605
"840",2000,0.75,"FE",0.186275384393549,0.25,0.186275384393549,0.0183910831118006,0.953,0.351,0.047,0.649
